Sale Date,Item Name,Quantity,Price,Coupon Code,Coupon Details,Discount Amount,Shipping Discount,Order Shipping,Order Sales Tax,Item Total,Currency,Transaction ID,Listing ID,Date Paid,Date Shipped,Order ID,Order Type,Listings Type,Payment Type,VAT Paid by Buyer
11/20/23,Simple 50/30/20 Budget Dashboard | Google Sheets,1,14.99,40LEMON8,40LEMON8 - % off,0,0,0,0,14.99,USD,3825978902,1496810190,11/20/2023,11/20/2023,3088507541,online,listing,online_cc,0
11/20/23,Ultimate Debt Dashboard | Google Sheets,1,9.00,40LEMON8,40LEMON8 - % off,0,0,0,0,9,USD,3825978900,1517234077,11/20/2023,11/20/2023,3088507541,online,listing,online_cc,0
11/20/23,Weather Theme Loan Tracker Dashboard | Google Sheets,1,8.00,40LEMON8,40LEMON8 - % off,0,0,0,0,8,USD,3825978898,1492454039,11/20/2023,11/20/2023,3088507541,online,listing,online_cc,0
11/20/23,Career Level Up Tracker | Google Sheets | Green,1,10.00,40LEMON8,40LEMON8 - % off,0,0,0,0,10,USD,3825978896,1528881423,11/20/2023,11/20/2023,3088507541,online,listing,online_cc,0
11/19/23,Ultimate Debt Dashboard | Google Sheets,1,9.00,MATCHAWINTER2023,MATCHAWINTER2023 - % off,2.70,0.00,0,0,9,USD,3822946671,1519277349,11/19/2023,11/19/2023,3095301118,online,listing,online_cc,1.26
11/13/23,Career Level Up Tracker | Google Sheets | Green,1,10.00,MATCHAWINTER2023,MATCHAWINTER2023 - % off,3.00,0.00,0,0,10,USD,3812301327,1528881423,11/13/2023,11/13/2023,3078071423,online,listing,online_cc,0
11/08/23,Simple 50/30/20 Budget Dashboard | Google Sheets,1,14.99,40LEMON8,40LEMON8 - % off,6.00,0.00,0,0,14.99,USD,3802777951,1496810190,11/08/2023,11/08/2023,3070934769,online,listing,online_cc,0
11/03/23,Ultimate Job Applications Tracker | Google Sheets | Neutral,1,11.00,COMEBACK45,COMEBACK45 - % off,13.05,0.00,0,0,11,USD,3793013077,1533382989,11/03/2023,11/03/2023,3063614919,online,listing,online_cc,0
11/03/23,Career Level Up Tracker | Google Sheets | Excel,1,11.00,COMEBACK45,COMEBACK45 - % off,0,0,0,0,11,USD,3792699426,1510390694,11/03/2023,11/03/2023,3063614919,online,listing,online_cc,0
11/03/23,Perwinkle Forever Calendar | Google Sheets,1,7.00,COMEBACK45,COMEBACK45 - % off,0,0,0,0,7,USD,3792699424,1514664844,11/03/2023,11/03/2023,3063614919,online,listing,online_cc,0
11/01/23,Simple 50/30/20 Budget Dashboard | Google Sheets,1,14.99,40LEMON8,40LEMON8 - % off,6.00,0.00,0,0,14.99,USD,3790889077,1496810190,11/01/2023,11/01/2023,3062002075,online,listing,online_cc,0
10/28/23,Randomized Seating Chart | Google Sheets,1,3.00,MATCHAFALL2023,MATCHAFALL2023 - % off,0.90,0.00,0,0,3,USD,3784016455,1510428634,10/28/2023,10/28/2023,3065057868,online,listing,online_cc,0
10/28/23,Ultimate Debt Dashboard | Google Sheets,1,9.00,MATCHAFALL2023,MATCHAFALL2023 - % off,10.50,0.00,0,0,9,USD,3783959929,1519512465,10/28/2023,10/28/2023,3065017014,online,listing,online_cc,0
10/28/23,Weather Theme Loan Tracker Dashboard | Google Sheets,1,8.00,MATCHAFALL2023,MATCHAFALL2023 - % off,0,0,0,0,8,USD,3783959927,1492454039,10/28/2023,10/28/2023,3065017014,online,listing,online_cc,0
10/28/23,Monthly and Annual Dashboard | Google Sheets | 9 Color Modes | Cow Theme,1,17.99,MATCHAFALL2023,MATCHAFALL2023 - % off,0,0,0,0,17.99,USD,3783959925,1574004518,10/28/2023,10/28/2023,3065017014,online,listing,online_cc,0
10/26/23,Ultimate Debt Dashboard | Google Sheets,1,9.00,HAPPYPLANNER40,HAPPYPLANNER40 - % off,10.00,0.00,0,0,9,USD,3780558620,1519277349,10/26/2023,10/26/2023,3062740928,online,listing,online_cc,0
10/26/23,Annual & Monthly Household Expense Spreadsheet | GoogleSheets | Simple and Interactive Dashboard,1,15.99,HAPPYPLANNER40,HAPPYPLANNER40 - % off,0,0,0,0,15.99,USD,3780558618,1501512647,10/26/2023,10/26/2023,3062740928,online,listing,online_cc,0
10/25/23,Simple 50/30/20 Budget Dashboard | Google Sheets,1,14.99,40LEMON8,40LEMON8 - % off,6.00,0.00,0,0,14.99,USD,3780865523,1496810190,10/25/2023,10/25/2023,3062515870,online,listing,online_cc,0
10/25/23,Ultimate Debt Dashboard | Google Sheets,1,9.00,MATCHAFALL2023,MATCHAFALL2023 - % off,2.70,0.00,0,0,9,USD,3780040062,1519277349,10/25/2023,10/25/2023,3054396315,online,listing,online_cc,0
10/23/23,Weather Theme Loan Tracker Dashboard | Google Sheets,1,8.00,MATCHAFALL2023,MATCHAFALL2023 - % off,2.40,0.00,0,0,8,USD,3776769818,1492454039,10/23/2023,10/23/2023,3059777494,online,listing,online_cc,0
10/20/23,Weather Theme Loan Tracker Dashboard | Google Sheets,1,8.00,MATCHAFALL2023,MATCHAFALL2023 - % off,2.40,0.00,0,0,8,USD,3772800293,1492454039,10/20/2023,10/20/2023,3055996806,online,listing,online_cc,0
10/20/23,Savings Garden Dashboard | Google Sheets | 4 Color Modes | Grow and Harvest your Sinking Funds,1,14.99,MATCHAFALL2023,MATCHAFALL2023 - % off,4.50,0.00,0,0,14.99,USD,3772707169,1551444910,10/20/2023,10/20/2023,3048539529,online,listing,online_cc,0
10/17/23,Debt Payoff Dashboard | Google Sheets | Rose Pink,1,13.00,MATCHAFALL2023,MATCHAFALL2023 - % off,3.90,0.00,0,0,13,USD,3768713052,1523653460,10/17/2023,10/17/2023,3046235865,online,listing,online_cc,0
10/14/23,Christmas Gifts Dashboard | Google Sheets | 5 Colors Themes and Customizable,1,8.99,40LEMON8,40LEMON8 - % off,3.60,0.00,0,0,8.99,USD,3764408341,1546432436,10/14/2023,10/14/2023,3042256465,online,listing,online_cc,0
10/13/23,Monthly and Annual Dashboard | Google Sheets | 9 Color Modes | Coffee Theme,1,17.99,MATCHAFALL2023,MATCHAFALL2023 - % off,5.40,0.00,0,0,17.99,USD,3763359331,1544664888,10/13/2023,10/13/2023,3048552408,online,listing,online_cc,0
10/08/23,Debt Payoff Dashboard | Google Sheets | Rose Pink,1,13.00,50LEMON8,50LEMON8 - % off,15.50,0.00,0,0,13,USD,3754940444,1523653460,10/08/2023,10/08/2023,3036057149,online,listing,online_cc,0
10/08/23,Monthly and Annual Dashboard | Google Sheets | 9 Color Modes | Coffee Theme,1,17.99,50LEMON8,50LEMON8 - % off,0,0,0,0,17.99,USD,3754940442,1544664888,10/08/2023,10/08/2023,3036057149,online,listing,online_cc,0
10/03/23,Monthly and Annual Dashboard | Google Sheets | 9 Color Modes | Coffee Theme,1,16.99,50LEMON8,50LEMON8 - % off,11.00,0.00,0,0,16.99,USD,3748809531,1544664888,10/03/2023,10/03/2023,3037454038,online,listing,online_cc,0
10/03/23,5K Savings Challenge | Google Sheets | Rose Pink,1,5.00,50LEMON8,50LEMON8 - % off,0,0,0,0,5,USD,3748809529,1553747929,10/03/2023,10/03/2023,3037454038,online,listing,online_cc,0
09/29/23,Debt Payoff Dashboard | Google Sheets | Rose Pink,1,13.00,50LEMON8,50LEMON8 - % off,14.00,0.00,0,0,13,USD,3742997263,1523653460,09/29/2023,09/29/2023,3032952962,online,listing,online_cc,0
09/29/23,Simple 50/30/20 Budget Dashboard | Google Sheets,1,14.99,50LEMON8,50LEMON8 - % off,0,0,0,0,14.99,USD,3741719188,1496810190,09/29/2023,09/29/2023,3032952962,online,listing,online_cc,0
09/29/23,Monthly and Annual Dashboard | Google Sheets | 9 Color Modes | Coffee Theme,1,16.99,MATCHAFALL2023,MATCHAFALL2023 - % off,6.80,0.00,0,0,16.99,USD,3742062103,1544664888,09/29/2023,09/29/2023,3032240648,online,listing,online_cc,0
09/28/23,Debt Payoff Dashboard | Google Sheets | Beige,1,13.00,50LEMON8,50LEMON8 - % off,6.50,0.00,0,0,13,USD,3740118878,1534077963,09/28/2023,09/28/2023,3024894469,online,listing,online_cc,0
09/27/23,5K Savings Challenge | Google Sheets | Rose Pink,1,5.00,MATCHAFALL2023,MATCHAFALL2023 - % off,2.00,0.00,0,0,5,USD,3740299797,1553747929,09/27/2023,09/27/2023,3024067625,online,listing,online_cc,0
09/25/23,Debt Payoff Dashboard | Google Sheets | Beige,1,13.00,MATCHAFALL2023,MATCHAFALL2023 - % off,5.20,0.00,0,0,13,USD,3736891693,1534077963,09/25/2023,09/25/2023,3021499977,online,listing,online_cc,0
09/20/23,Debt Payoff Dashboard | Google Sheets | Rose Pink,1,13.00,50LEMON8,50LEMON8 - % off,6.50,0.00,0,0,13,USD,3728684638,1523653460,09/20/2023,09/20/2023,3016372803,online,listing,online_cc,0
09/19/23,Monthly and Annual Dashboard | Google Sheets | 9 Color Modes | Coffee Theme,1,16.99,50LEMON8,50LEMON8 - % off,8.50,0.00,0,0,16.99,USD,3728861211,1544664888,09/19/2023,09/19/2023,3015485059,online,listing,online_cc,0
09/19/23,Christmas Gifts Dashboard | Google Sheets | 5 Colors Themes and Customizable,1,8.99,50LEMON8,50LEMON8 - % off,33.49,0.00,0,0,8.99,USD,3728480445,1546432436,09/19/2023,09/19/2023,3021746330,online,listing,online_cc,0
09/19/23,Monthly and Annual Dashboard | Google Sheets | 9 Color Modes | Coffee Theme,1,16.99,50LEMON8,50LEMON8 - % off,0,0,0,0,16.99,USD,3728480443,1544664888,09/19/2023,09/19/2023,3021746330,online,listing,online_cc,0
09/19/23,Savings Garden Dashboard | Google Sheets | 4 Color Modes | Grow and Harvest your Sinking Funds,1,14.99,50LEMON8,50LEMON8 - % off,0,0,0,0,14.99,USD,3728480441,1551444910,09/19/2023,09/19/2023,3021746330,online,listing,online_cc,0
09/19/23,Perwinkle Forever Calendar | Google Sheets,1,8.00,50LEMON8,50LEMON8 - % off,0,0,0,0,8,USD,3728480439,1514664844,09/19/2023,09/19/2023,3021746330,online,listing,online_cc,0
09/19/23,Debt Payoff Dashboard | Google Sheets | Beige,1,13.00,50LEMON8,50LEMON8 - % off,0,0,0,0,13,USD,3727134224,1534077963,09/19/2023,09/19/2023,3021746330,online,listing,online_cc,0
09/19/23,5K Savings Challenge | Google Sheets | Rose Pink,1,5.00,50LEMON8,50LEMON8 - % off,0,0,0,0,5,USD,3727134222,1553747929,09/19/2023,09/19/2023,3021746330,online,listing,online_cc,0
09/18/23,Debt Payoff Dashboard | Google Sheets | Rose Pink,1,13.00,50LEMON8,50LEMON8 - % off,6.50,0.00,0,0,13,USD,3726480820,1523653460,09/18/2023,09/18/2023,3021247302,online,listing,online_cc,0
09/18/23,Ultimate Debt Dashboard | Google Sheets,1,8.00,50LEMON8,50LEMON8 - % off,4.00,0.00,0,0,8,USD,3726442788,1519277349,09/18/2023,09/18/2023,3021217454,online,listing,online_cc,0
09/14/23,Simple 50/30/20 Budget Dashboard | Google Sheets,1,14.99,MATCHAFALL2023,MATCHAFALL2023 - % off,6.00,0.00,0,0,14.99,USD,3719800106,1496810190,09/14/2023,09/14/2023,3016224638,online,listing,online_cc,0
09/09/23,Monthly and Annual Dashboard | Google Sheets | 9 Color Modes | Coffee Theme,1,16.99,50LEMON8,50LEMON8 - % off,8.50,0.00,0,0,16.99,USD,3713700801,1544664888,09/09/2023,09/09/2023,3004009597,online,listing,online_cc,0
09/06/23,Simple 50/30/20 Budget Dashboard | Google Sheets,1,14.00,50LEMON8,50LEMON8 - % off,14.50,0.00,0,0,14,USD,3708771016,1496810190,09/06/2023,09/06/2023,3001279329,online,listing,online_cc,0
09/06/23,Annual & Monthly Household Expense Spreadsheet | GoogleSheets | Simple and Interactive Dashboard,1,15.00,50LEMON8,50LEMON8 - % off,0,0,0,0,15,USD,3708771014,1501512647,09/06/2023,09/06/2023,3001279329,online,listing,online_cc,0
09/04/23,Simple 50/30/20 Budget Dashboard | Google Sheets,1,14.00,50LEMON8,50LEMON8 - % off,7.00,0.00,0,0,14,USD,3706733919,1509795619,09/04/2023,09/04/2023,3005300912,online,listing,online_cc,0
09/04/23,Monthly and Annual Dashboard | Google Sheets | 9 Color Modes | Coffee Theme,1,16.99,MATCHAFALL2023,MATCHAFALL2023 - % off,15.60,0.00,0,0,16.99,USD,3706717457,1544664888,09/04/2023,09/04/2023,3005288920,online,listing,online_cc,0
09/04/23,Simple 50/30/20 Budget Dashboard | Google Sheets,1,14.00,MATCHAFALL2023,MATCHAFALL2023 - % off,0,0,0,0,14,USD,3705339766,1496810190,09/04/2023,09/04/2023,3005288920,online,listing,online_cc,0
09/04/23,Ultimate Debt Dashboard | Google Sheets,1,8.00,MATCHAFALL2023,MATCHAFALL2023 - % off,0,0,0,0,8,USD,3705339764,1519277349,09/04/2023,09/04/2023,3005288920,online,listing,online_cc,0
09/04/23,Cactus Loan Tracker Dashboard | Google Sheets,1,8.00,COMEBACK45,COMEBACK45 - % off,4.95,0.00,0,0,8,USD,3706607937,1480543104,09/04/2023,09/04/2023,3005209894,online,listing,online_cc,0
09/04/23,Randomized Seating Chart | Google Sheets,1,3.00,COMEBACK45,COMEBACK45 - % off,0,0,0,0,3,USD,3705231208,1510428634,09/04/2023,09/04/2023,3005209894,online,listing,online_cc,0
09/01/23,Debt Payoff Dashboard | Google Sheets | Beige,1,11.00,MATCHAFALL2023,MATCHAFALL2023 - % off,4.40,0.00,0,0,11,USD,3702072464,1534077963,09/01/2023,09/01/2023,2996191933,online,listing,online_cc,0
08/31/23,Simple 50/30/20 Budget Dashboard | Google Sheets,1,14.00,AUGUST2023,AUGUST2023 - % off,5.60,0.00,0,0,14,USD,3700516786,1509795619,08/31/2023,08/31/2023,2995024549,online,listing,online_cc,0
08/31/23,Ultimate Debt Dashboard | Google Sheets,1,8.00,AUGUST2023,AUGUST2023 - % off,3.20,0.00,0,0,8,USD,3700973809,1519277349,08/31/2023,08/31/2023,3000976236,online,listing,online_cc,0
08/30/23,Randomized Seating Chart | Google Sheets,1,3.00,AUGUST2023,AUGUST2023 - % off,1.20,0.00,0,0,3,USD,3700875889,1510428634,08/30/2023,08/30/2023,2994240621,online,listing,online_cc,0
08/29/23,Simple 50/30/20 Budget Dashboard | Google Sheets,1,14.00,AUGUST2023,AUGUST2023 - % off,5.60,0.00,0,0,14,USD,3699196117,1496810190,08/29/2023,08/29/2023,2999610728,online,listing,online_cc,0
08/26/23,Customizable Annual Budget Dashboard - Interactive Budgeting Tool with 17 Currencies and 3 Color Themes,1,11.00,AUGUST2023,AUGUST2023 - % off,10.00,0.00,0,0,11,USD,3695117601,1542605473,08/26/2023,08/26/2023,2989857197,online,listing,online_cc,0
08/26/23,Simple 50/30/20 Budget Dashboard | Google Sheets,1,14.00,AUGUST2023,AUGUST2023 - % off,0,0,0,0,14,USD,3693684838,1496810190,08/26/2023,08/26/2023,2989857197,online,listing,online_cc,0
08/22/23,Debt Payoff Dashboard | Google Sheets | Beige,1,11.00,AUGUST2023,AUGUST2023 - % off,4.40,0.00,0,0,11,USD,3688617498,1534077963,08/22/2023,08/22/2023,2992659268,online,listing,online_cc,0
08/21/23,Simple 50/30/20 Budget Dashboard | Google Sheets,1,14.00,AUGUST2023,AUGUST2023 - % off,5.60,0.00,0,0,14,USD,3687834025,1509795619,08/21/2023,08/21/2023,2984321533,online,listing,online_cc,0
08/17/23,Customizable Annual Budget Dashboard - Interactive Budgeting Tool with 17 Currencies and 3 Color Themes,1,11.00,AUGUST2023,AUGUST2023 - % off,4.40,0.00,0,0,11,USD,3682256573,1542605473,08/17/2023,08/17/2023,2980059905,online,listing,online_cc,0
08/05/23,Debt Payoff Dashboard | Google Sheets | Rose Pink,1,11.00,AUGUST2023,AUGUST2023 - % off,4.40,0.00,0,0,11,USD,3666264861,1523653460,08/05/2023,08/05/2023,2974593110,online,listing,online_cc,0
07/28/23,Randomized Seating Chart | Google Sheets,1,3.00,SUMMER2023,SUMMER2023 - % off,1.80,0.00,0,0,3,USD,3655540569,1510428634,07/28/2023,07/28/2023,2966366108,online,listing,online_cc,0
07/21/23,Simple 50/30/20 Budget Dashboard | Google Sheets,1,14.00,SUMMER2023,SUMMER2023 - % off,22.20,0.00,0,0,14,USD,3646108745,1496810190,07/21/2023,07/21/2023,2952673757,online,listing,online_cc,0
07/21/23,Career Level Up Tracker | Google Sheets | Excel,1,15.00,SUMMER2023,SUMMER2023 - % off,0,0,0,0,15,USD,3646108743,1510390694,07/21/2023,07/21/2023,2952673757,online,listing,online_cc,0
07/21/23,Ultimate Debt Dashboard | Google Sheets,1,8.00,SUMMER2023,SUMMER2023 - % off,0,0,0,0,8,USD,3644597946,1517234077,07/21/2023,07/21/2023,2952673757,online,listing,online_cc,0
07/16/23,Simple 50/30/20 Budget Dashboard | Google Sheets,1,14.00,SUMMER2023,SUMMER2023 - % off,8.40,0.00,0,0,14,USD,3639817783,1509795619,07/16/2023,07/16/2023,2947861405,online,listing,online_cc,0
07/13/23,Ultimate Debt Dashboard | Google Sheets,1,8.00,SUMMER2023,SUMMER2023 - % off,4.80,0.00,0,0,8,USD,3635485213,1519512465,07/13/2023,07/13/2023,2951139892,online,listing,online_cc,0
06/28/23,Annual & Monthly Household Expense Spreadsheet | GoogleSheets | Simple and Interactive Dashboard,1,14.00,SUMMER2023;SUMMER2023,SUMMER2023 - % off;SUMMER2023 - % off,13.00,0.00,0,0,14,USD,3616945937,1501512647,06/28/2023,06/28/2023,2937085270,online,listing,online_cc,0
06/28/23,Networth Dashboard | GoogleSheets | Simple and Interactive Dashboard,1,12.00,SUMMER2023;SUMMER2023,SUMMER2023 - % off;SUMMER2023 - % off,0,0,0,0,12,USD,3616945935,1491501750,06/28/2023,06/28/2023,2937085270,online,listing,online_cc,0
